order_date,ship_date,category,subcategory,sales_amount,quantity,discount,customer_region,is_returned
2021-11-10,2021-11-19,Sports,Fitness,2236.70,13,0.2521,South,0
2023-01-09,2023-01-15,Toys,Building Blocks,270.32,89,0.4898,East,0
2024-08-19,2024-08-29,Clothing,Pants,3594.14,57,0.0384,North,0
2021-03-25,2021-03-26,Toys,Dolls,3789.65,7,0.1488,East,0
2020-05-11,2020-05-15,Electronics,Phone,492.69,21,0.3272,West,0
2023-11-21,2023-11-29,Books,Fiction,1471.92,15,0.2560,South,0
2020-04-05,2020-04-14,Clothing,Shoes,1569.77,93,0.1748,North,0
2023-02-26,2023-03-05,Toys,Puzzles,53.61,91,0.3553,North,0
2020-12-07,2020-12-10,Books,Textbook,2114.08,47,0.3979,East,0
2020-12-26,2020-12-31,Home,Bedding,316.59,89,0.1455,East,0
2024-07-22,2024-07-24,Sports,Team Sports,1307.77,34,0.1868,South,0
2023-11-14,2023-11-23,Sports,Fitness,4372.08,72,0.0673,West,0
2022-03-13,2022-03-14,Electronics,Tablet,2480.65,68,0.2802,West,0
2023-04-12,2023-04-19,Clothing,Shirt,919.04,53,0.4938,West,0
2021-12-17,2021-12-21,Clothing,Shoes,4702.99,64,0.4950,North,0
2021-01-14,2021-01-22,Sports,Fitness,2207.20,78,0.4712,West,0
2025-10-21,2025-10-30,Toys,Action Figures,1424.18,47,0.3904,South,0
2020-11-07,2020-11-17,Toys,Action Figures,4711.77,31,0.3985,East,1
2020-01-21,2020-01-27,Sports,Fitness,4659.67,62,0.1687,East,0
2020-12-05,2020-12-11,Home,Bedding,4533.82,69,0.0325,North,0
2025-11-14,2025-11-21,Books,Non-Fiction,2400.08,60,0.3218,North,0
2024-02-17,2024-02-21,Electronics,Laptop,3082.58,5,0.3809,South,0
2022-07-24,2022-07-31,Sports,Outdoor,454.72,22,0.2487,North,0
2023-07-20,2023-07-27,Clothing,Jacket,3364.52,32,0.4734,North,0
2021-02-16,2021-02-18,Toys,Action Figures,2050.56,16,0.0333,West,0
2023-10-11,2023-10-12,Clothing,Dress,2261.82,43,0.2667,East,0
2023-11-07,2023-11-08,Home,Furniture,787.29,96,0.2487,West,0
2024-05-28,2024-06-03,Toys,Dolls,3538.22,21,,West,0
2025-02-09,2025-02-18,Sports,Water Sports,2798.34,78,0.0260,West,0
2020-11-09,2020-11-10,Home,Kitchen,4071.77,41,0.3221,East,0
2022-05-22,2022-05-25,Electronics,Camera,2699.52,12,0.3216,South,0
2021-11-16,2021-11-26,Sports,Team Sports,1195.60,65,0.3343,East,0
2023-09-14,2023-09-23,Home,Furniture,2327.44,9,0.4426,North,0
2023-07-14,2023-07-18,Clothing,Shirt,4975.78,86,0.2995,South,0
2021-08-26,2021-09-04,Home,Furniture,-62.00,15,0.3984,South,0
2020-12-04,2020-12-10,Clothing,Shoes,1262.63,41,0.1407,North,0
2020-03-13,2020-03-14,Sports,Fitness,1465.02,27,0.1496,West,0
2020-10-01,2020-10-03,Home,Kitchen,159.59,31,0.2152,East,0
2025-07-07,2025-07-13,Home,Bedding,1402.61,10,0.3499,East,0
2024-03-25,2024-03-27,Clothing,Shoes,4943.23,6,0.1326,West,0
2024-10-21,2024-10-24,Books,Fiction,-33.00,37,0.4037,West,0
2024-04-04,2024-04-09,Electronics,Laptop,4085.12,59,0.3756,South,1
2022-06-11,2022-06-16,Books,Fiction,3384.42,55,0.3808,West,0
2022-12-25,2023-01-01,Clothing,Shoes,2067.46,91,0.1000,International,0
2025-09-17,2025-09-20,Toys,Building Blocks,4437.64,34,0.0440,East,0
2023-05-22,2023-05-27,Sports,Outdoor,3586.69,30,0.4867,North,0
2020-12-05,2020-12-15,Electronics,Camera,278.63,999,0.4568,North,0
2025-03-01,,Toys,Puzzles,0.00,58,0.0611,West,0
2022-04-22,2022-04-30,Sports,Team Sports,3849.56,48,0.0321,North,0
2025-09-14,2025-09-22,Electronics,Phone,4508.33,13,0.2251,West,0
2024-10-28,2024-11-04,Toys,Dolls,1738.69,83,0.4287,East,0
2022-10-13,2022-10-20,Home,Bedding,1511.14,29,0.1554,South,0
2025-11-07,2025-11-09,Toys,Dolls,4076.96,1,0.3279,East,0
2021-05-13,2021-05-19,Toys,Building Blocks,4835.92,12,0.0569,North,0
2022-05-30,2022-06-04,Toys,Action Figures,3799.54,68,,South,0
2023-04-21,2023-04-23,Sports,Fitness,2275.75,36,0.2347,North,0
2022-06-17,2022-06-20,Books,Comics,2630.67,21,0.0483,West,0
2023-11-02,2023-11-08,Toys,Action Figures,2158.16,69,0.3361,South,0
2021-03-08,,Home,Furniture,2930.02,9,0.3473,West,0
2024-10-22,2024-10-27,Home,Kitchen,0.00,78,0.1870,West,0
2022-12-24,2022-12-29,Toys,Board Games,2813.34,20,0.4641,East,0
2025-03-21,2025-03-27,Sports,Water Sports,4884.34,1,0.4376,South,0
2020-08-12,2020-08-15,Books,Textbook,4704.11,6,0.3693,North,0
2022-07-04,2022-07-12,Sports,Team Sports,1051.34,45,0.1304,South,0
2022-08-03,2022-08-08,Clothing,Shoes,2181.01,73,0.0582,North,0
2025-10-17,2025-10-21,Books,Comics,1014.38,72,0.1377,West,0
2025-11-08,2025-11-16,Home,Bedding,240.63,20,0.2584,East,0
2021-03-20,2021-03-28,Toys,Board Games,4282.72,26,0.1824,West,0
2021-09-11,2021-09-18,Home,Kitchen,3196.34,74,0.4911,South,0
2023-09-11,2023-09-20,Electronics,Laptop,0.00,58,0.2117,North,0
2024-06-02,2024-06-05,Toys,Dolls,1829.97,51,0.1624,South,0
2025-11-05,2025-11-07,Books,Non-Fiction,1884.26,100,0.1682,East,0
2022-08-22,2022-08-26,Books,Non-Fiction,4001.45,88,0.3139,International,0
2024-12-25,2025-01-04,Toys,Action Figures,4968.93,49,0.4576,East,0
2023-02-01,2023-02-11,Clothing,Shirt,3307.57,67,0.0684,South,0
2023-09-21,2023-09-29,Home,Lighting,2776.04,11,0.2643,East,1
2020-11-18,2020-11-19,Toys,Dolls,4163.25,18,0.2522,East,0
2025-04-14,2025-04-22,Sports,Team Sports,480.52,14,0.1495,South,0
2022-06-17,2022-06-18,Clothing,Shirt,2437.86,39,0.1240,South,0
2023-03-07,2023-03-10,Clothing,Jacket,705.59,54,0.1224,West,0
2021-09-13,2021-09-22,Toys,Building Blocks,3239.99,23,0.3927,West,0
2025-11-26,2025-11-29,Books,Comics,283.28,71,0.1760,North,0
2023-08-31,2023-09-10,Clothing,Shirt,4899.42,29,0.4367,International,1
2020-05-03,2020-05-08,Electronics,Laptop,3458.55,18,0.4377,East,0
2025-01-20,2025-01-22,Electronics,Phone,1371.59,12,0.4308,East,0
2021-07-11,2021-07-17,Books,Textbook,2170.17,85,0.4060,South,0
2023-02-10,2023-02-14,Electronics,Laptop,338.33,10,0.2915,North,0
2020-05-24,2020-05-31,Books,Fiction,3734.95,68,0.2906,North,0
2021-07-24,2021-08-03,Books,Textbook,4712.06,9,0.4540,South,0
2020-07-09,2020-07-11,Sports,Fitness,3798.44,63,0.1681,International,0
2025-02-25,2025-03-01,Electronics,Headphones,0.00,23,0.4909,East,0
2025-08-01,2025-08-10,Books,Non-Fiction,849.98,44,0.3986,South,0
2024-05-28,2024-06-01,Toys,Board Games,4781.60,50,,West,0
2020-06-23,2020-06-30,Toys,Puzzles,2435.08,11,0.1085,West,0
2023-05-06,2023-05-08,Books,Textbook,4561.29,81,0.4823,West,0
2025-05-09,2025-05-11,Electronics,Camera,3510.94,21,0.1550,East,0
2021-09-06,2021-09-08,Home,Bedding,4872.79,89,0.2975,North,0
2025-06-19,2025-06-25,Home,Bedding,3324.71,57,0.1533,North,0
2025-04-27,2025-05-03,Sports,Water Sports,262.60,96,0.4519,East,0
2021-01-28,2021-02-01,Home,Kitchen,619.92,97,0.3199,South,0
2020-10-08,2020-10-16,Electronics,Phone,2452.28,29,0.3732,South,0
2021-07-11,2021-07-18,Toys,Dolls,2270.44,24,0.2314,West,0
2022-02-21,2022-02-27,Home,Kitchen,3718.07,31,0.3719,West,0
2020-06-20,2020-06-26,Sports,Outdoor,3054.89,92,0.1170,West,1
2024-06-25,2024-06-26,Books,Textbook,2038.50,13,0.0674,South,0
2023-02-23,2023-03-02,Toys,Dolls,114.60,66,0.1672,International,0
2020-04-15,2020-04-21,Clothing,Dress,1823.02,62,0.1331,South,1
2021-03-10,2021-03-12,Books,Comics,3148.48,67,0.0593,South,0
2024-05-15,2024-05-21,Sports,Fitness,1849.51,34,0.1668,West,0
2021-09-05,2021-09-08,Electronics,Laptop,2460.22,1,0.0712,West,0
2024-08-26,2024-08-29,Sports,Team Sports,2069.14,12,0.4165,North,0
2020-11-09,2020-11-13,Clothing,Shoes,3728.37,5,0.1108,North,0
2022-05-17,2022-05-27,Sports,Outdoor,89.17,11,0.3784,North,0
2024-09-02,2024-09-08,Toys,Puzzles,802.45,87,0.1875,West,0
2020-04-22,2020-04-23,Home,Furniture,1416.20,83,0.0532,South,0
2020-06-19,2020-06-26,Books,Non-Fiction,592.07,10,0.2813,South,0
2021-10-17,2021-10-18,Electronics,Tablet,3582.47,81,0.0172,West,0
2023-10-21,2023-10-28,Clothing,Dress,1622.24,88,0.4538,South,0
2020-01-29,2020-02-06,Home,Bedding,167.92,58,0.2181,East,0
2021-12-23,2021-12-31,Electronics,Headphones,3534.10,100,0.3665,North,0
2022-12-23,2023-01-02,Toys,Puzzles,0.00,18,0.1336,East,0
2025-08-22,2025-08-29,Sports,Fitness,125.12,48,0.2911,East,0
2025-08-22,2025-09-01,Home,Kitchen,2441.67,92,0.1590,North,1
2023-06-04,2023-06-10,Sports,Outdoor,-50.00,12,0.0703,East,0
2024-12-17,2024-12-24,Sports,Water Sports,1593.02,48,0.4985,West,0
2020-03-11,2020-03-14,Home,Lighting,3699.88,30,0.1120,South,0
2023-11-12,2023-11-18,Home,Bedding,4232.04,74,0.1187,North,0
2025-06-22,2025-06-30,Toys,Building Blocks,37.43,60,0.2566,North,0
2020-08-24,2020-08-25,Electronics,Laptop,214.79,38,0.0231,North,0
2020-02-02,2020-02-11,Home,Bedding,4565.97,98,0.1233,South,0
2022-02-20,2022-02-27,Clothing,Shirt,1630.66,61,0.4065,East,0
2025-05-29,2025-06-02,Toys,Action Figures,1569.96,27,0.4173,East,0
2024-06-11,2024-06-17,Toys,Board Games,1753.82,63,0.2195,West,0
2021-02-24,2021-03-03,Toys,Building Blocks,1594.34,59,0.4092,North,0
2025-09-06,2025-09-15,Toys,Building Blocks,3808.91,21,0.1816,South,0
2020-08-10,2020-08-11,Clothing,Shoes,105.86,53,0.2793,International,0
2024-09-09,2024-09-13,Sports,Team Sports,0.00,19,0.2443,North,0
2024-09-02,2024-09-03,Electronics,Laptop,2571.77,25,0.1825,South,0
2020-08-08,2020-08-16,Home,Lighting,442.61,29,0.2661,East,0
2022-01-01,2022-01-07,Sports,Fitness,3584.96,4,0.3512,South,0
2020-09-01,2020-09-09,Books,Textbook,4768.64,15,0.0969,North,0
2024-11-25,2024-12-05,Electronics,Camera,3718.35,17,0.3187,North,0
2024-02-27,2024-02-28,Home,Bedding,2331.95,43,0.3048,East,0
2020-06-02,2020-06-12,Clothing,Shoes,4763.13,62,0.1753,West,0
2023-11-06,2023-11-09,Sports,Water Sports,2778.40,70,0.2280,South,0
2021-04-23,2021-04-27,Books,Comics,4385.33,14,0.0862,South,0
2022-07-12,2022-07-16,Toys,Building Blocks,2778.04,1,0.4445,East,0
2022-03-27,2022-04-05,Electronics,Laptop,4017.85,89,0.1727,North,0
2022-05-16,2022-05-25,Home,Bedding,3951.75,73,0.1706,East,1
2025-11-07,2025-11-10,Toys,Action Figures,3708.87,23,0.3660,East,0
2025-06-01,2025-06-06,Home,Bedding,239.45,43,0.3005,East,0
2024-09-21,2024-09-29,Books,Textbook,3060.78,58,0.3103,North,0
2025-04-14,2025-04-15,Clothing,Dress,3144.33,7,0.1367,West,0
2023-09-08,2023-09-18,Clothing,Jacket,2266.30,79,0.0924,North,0
2024-04-28,2024-05-02,Electronics,Phone,3709.87,84,0.4632,North,0
2023-05-07,2023-05-10,Toys,Action Figures,2645.14,76,0.3978,East,0
2025-03-23,2025-03-25,Electronics,Tablet,3667.13,60,0.2918,North,1
2022-12-30,2023-01-05,Toys,Building Blocks,4506.71,46,0.4223,West,0
2022-02-01,2022-02-04,Books,Comics,620.96,86,0.1881,West,0
2020-02-01,2020-02-04,Clothing,Pants,1014.07,55,0.1965,West,0
2024-05-10,2024-05-18,Toys,Dolls,3352.12,71,0.1865,North,0
2023-04-08,2023-04-12,Home,Kitchen,2511.97,77,0.4195,South,0
2022-09-26,2022-09-28,Sports,Outdoor,144.82,10,0.3531,North,0
2023-02-02,2023-02-03,Home,Bedding,4851.32,48,0.4194,East,0
2023-09-23,2023-10-02,Electronics,Phone,3646.60,1,,West,1
2024-11-23,2024-11-30,Toys,Dolls,3262.49,63,0.3251,North,0
2020-06-10,2020-06-19,Electronics,Phone,2077.51,17,0.1829,West,0
2021-05-23,2021-05-25,Clothing,Jacket,4610.85,29,0.0154,South,0
2024-10-01,2024-10-09,Home,Furniture,3627.76,82,0.3401,North,0
2022-04-02,2022-04-08,Home,Kitchen,2964.77,68,0.3989,North,0
2021-08-04,2021-08-12,Electronics,Camera,4795.76,85,0.2815,West,0
2020-12-06,2020-12-16,Toys,Dolls,3682.77,31,0.4343,South,0
2020-08-12,2020-08-15,Toys,Board Games,4143.97,24,0.4117,North,0
2024-07-01,2024-07-08,Toys,Dolls,857.25,64,0.2641,South,0
2020-04-12,2020-04-17,Clothing,Dress,2027.97,7,0.1963,East,0
2022-12-14,2022-12-16,Clothing,Dress,518.99,82,0.3879,North,1
2025-12-07,2025-12-17,Sports,Team Sports,727.16,71,0.3134,International,0
2020-12-17,2020-12-26,Toys,Building Blocks,3974.47,39,0.3457,West,0
2025-11-12,2025-11-18,Electronics,Phone,4039.32,40,0.0172,East,0
2025-08-26,2025-09-01,Clothing,Shirt,3510.39,75,0.4063,East,0
2025-08-19,2025-08-27,Toys,Dolls,1104.52,58,0.2793,West,0
2020-11-20,2020-11-22,Electronics,Tablet,2612.30,85,0.4230,East,0
2021-01-05,2021-01-10,Home,Kitchen,1240.20,32,0.3268,West,0
2023-03-10,2023-03-18,Home,Kitchen,4661.98,76,0.0827,South,0
2021-03-04,2021-03-05,Books,Textbook,,39,0.0662,East,0
2021-06-30,2021-07-06,Electronics,Laptop,1792.80,40,,West,0
2020-12-25,2021-01-01,Books,Textbook,879.65,65,0.1112,North,1
2023-11-09,2023-11-18,Books,Comics,1833.10,72,0.4326,East,0
2024-08-13,2024-08-22,Clothing,Pants,4113.59,81,0.2423,West,0
2024-02-27,2024-03-06,Books,Textbook,3226.92,72,,North,0
2021-05-07,2021-05-08,Sports,Water Sports,4236.54,54,0.1346,International,0
2025-06-14,2025-06-24,Electronics,Laptop,2741.52,87,0.1417,South,0
2020-07-10,2020-07-20,Electronics,Headphones,4576.29,6,0.3514,East,0
2021-11-18,2021-11-23,Books,Fiction,3107.19,78,0.2414,East,0
2024-11-10,2024-11-12,Sports,Outdoor,3031.23,59,0.1341,South,0
2024-06-22,2024-06-23,Toys,Board Games,3462.70,4,0.4475,North,1
2022-08-20,2022-08-29,Clothing,Shirt,42.33,68,0.4009,South,0
2021-07-04,2021-07-10,Electronics,Laptop,1126.82,58,0.0785,East,0
2024-08-04,2024-08-14,Home,Furniture,1290.49,56,0.1831,North,0
2022-06-02,2022-06-09,Clothing,Shirt,3452.21,6,0.3906,East,0
2025-03-24,2025-03-25,Home,Bedding,3502.28,13,0.2293,West,0
2023-01-09,2023-01-18,Sports,Outdoor,3630.13,56,0.0825,East,0
2022-06-06,2022-06-09,Clothing,Shirt,-29.00,77,0.3488,West,0
2024-12-26,2025-01-02,Books,Textbook,460.05,96,0.4332,East,0
2020-08-15,2020-08-22,Electronics,Laptop,4452.39,0,0.2953,South,0
2023-06-14,2023-06-24,Electronics,Camera,210.65,41,0.3834,East,0
2024-07-02,2024-07-11,Sports,Team Sports,2995.27,22,0.2559,East,0
2024-11-30,2024-12-04,Books,Fiction,2786.38,98,0.2935,South,0
2021-03-26,2021-04-02,Clothing,Pants,2928.24,27,0.0820,North,0
2025-02-23,2025-03-02,Home,Bedding,3607.82,2,0.2455,West,0
2023-04-28,2023-05-06,Toys,Dolls,3309.13,43,0.2086,North,0
2023-01-31,2023-02-01,Clothing,Shoes,,15,0.0865,South,0
2022-07-02,2022-07-03,Electronics,Laptop,4039.06,57,,East,0
2021-03-26,2021-04-01,Toys,Board Games,,41,0.4590,International,0
2025-11-28,2025-12-05,Clothing,Dress,4489.64,64,0.3124,West,0
2021-03-30,2021-04-07,Electronics,Headphones,749.71,28,0.2024,East,0
2022-02-20,2022-02-26,Clothing,Shirt,1437.01,86,0.2267,West,0
2022-12-25,2023-01-04,Sports,Team Sports,1412.21,10,0.2577,West,0
2022-10-16,2022-10-17,Clothing,Jacket,3988.64,96,0.1210,North,0
2025-05-25,2025-05-28,Home,Furniture,4535.52,30,0.0219,South,0
2021-01-26,2021-02-04,Books,Non-Fiction,60.34,100,0.2552,East,0
2021-04-22,2021-04-28,Home,Bedding,3494.25,5,0.1397,North,0
2021-10-19,,Electronics,Camera,865.50,62,0.4168,South,0
2023-04-29,2023-05-08,Clothing,Jacket,4687.59,46,0.1671,South,0
2021-09-26,2021-10-03,Sports,Fitness,4588.13,9,0.2731,South,0
2025-01-09,2025-01-14,Home,Lighting,4385.62,72,0.0098,South,0
2024-02-06,2024-02-11,Sports,Outdoor,2719.51,98,0.3950,East,0
2024-02-05,2024-02-12,Home,Kitchen,2186.48,90,0.1910,South,0
2021-08-04,2021-08-06,Sports,Water Sports,897.17,78,0.4357,North,0
2022-09-21,2022-09-22,Books,Non-Fiction,567.46,69,0.3517,South,0
2023-04-24,2023-05-01,Home,Furniture,2108.59,23,0.0220,South,0
2025-06-22,2025-06-25,Sports,Water Sports,3749.59,31,0.0070,East,0
2021-03-05,2021-03-07,Sports,Outdoor,2614.38,15,0.0032,International,1
2021-12-04,2021-12-14,Books,Non-Fiction,-82.00,34,0.3865,East,0
2022-12-03,2022-12-06,Sports,Fitness,32.09,44,0.4652,West,0
2020-12-31,2021-01-05,Books,Comics,1344.44,70,0.0120,South,0
2024-01-20,2024-01-27,Home,Kitchen,304.44,20,0.4437,International,0
2021-08-30,2021-09-03,Home,Bedding,4261.40,37,0.0737,East,0
2021-06-20,2021-06-22,Toys,Action Figures,4833.34,64,0.4069,South,0
2022-02-22,2022-02-28,Books,Comics,2481.21,50,0.1563,East,0
2025-01-21,2025-01-24,Electronics,Headphones,765.22,91,0.4403,West,0
2024-09-03,2024-09-12,Toys,Puzzles,90.70,2,0.2311,West,0
2023-04-05,2023-04-09,Electronics,Tablet,3158.11,6,0.3402,International,0
2024-01-20,2024-01-28,Electronics,Tablet,4894.13,44,0.1749,North,0
2020-05-20,2020-05-23,Books,Textbook,2644.46,89,0.4196,North,0
2021-08-20,2021-08-30,Toys,Action Figures,3093.90,57,0.3834,West,0
2022-08-12,2022-08-13,Books,Comics,3024.14,66,0.3256,West,0
2022-07-14,2022-07-18,Toys,Building Blocks,1042.44,91,0.4491,South,0
2025-01-26,2025-01-28,Sports,Water Sports,144.94,78,0.2419,International,0
2020-07-15,2020-07-17,Home,Lighting,3179.38,72,0.0213,South,0
2020-02-10,2020-02-16,Sports,Fitness,2603.96,89,0.3415,West,0
2021-11-17,2021-11-24,Toys,Action Figures,1880.59,83,0.3164,East,0
2023-05-31,2023-06-04,Clothing,Shoes,4457.69,34,0.2781,West,1
2023-09-09,2023-09-11,Books,Fiction,4395.25,79,0.1877,North,0
2023-08-22,2023-08-27,Home,Kitchen,3244.80,6,0.0034,South,0
2020-11-22,2020-11-25,Electronics,Laptop,225.76,85,0.2641,West,0
2021-07-28,2021-07-29,Sports,Water Sports,64.47,41,0.2078,West,0
2020-04-28,2020-05-05,Home,Kitchen,2099.64,54,0.1536,South,0
2021-05-17,2021-05-24,Electronics,Headphones,4864.01,21,0.2275,South,0
2024-09-17,2024-09-20,Books,Comics,816.19,30,0.3365,North,0
2023-05-22,2023-06-01,Home,Furniture,1669.89,58,0.1670,West,0
2021-08-22,2021-08-24,Electronics,Phone,3926.10,28,0.4009,South,0
2025-05-23,2025-05-26,Books,Fiction,3267.38,66,0.2377,South,0
2021-06-26,2021-07-06,Home,Kitchen,4188.78,59,0.2579,South,0
2023-11-29,2023-12-04,Clothing,Shoes,0.00,83,0.0842,North,0
2021-01-31,2021-02-02,Sports,Outdoor,3663.73,73,0.4523,North,0
2025-02-04,2025-02-08,Toys,Puzzles,581.59,30,0.2308,East,0
2020-04-29,2020-05-01,Clothing,Shoes,1924.57,66,0.1696,South,0
2024-02-02,2024-02-08,Electronics,Camera,0.00,26,0.1214,North,0
2025-05-04,2025-05-09,Books,Comics,69.14,82,0.1055,West,0
2023-12-02,2023-12-06,Clothing,Dress,803.11,3,0.4883,International,0
2023-11-30,2023-12-10,Home,Bedding,2630.48,9,0.3844,West,0
2023-04-15,2023-04-20,Home,Lighting,-4.00,98,0.4387,North,0
2022-09-01,2022-09-05,Toys,Board Games,940.57,70,0.4379,East,0
2021-12-13,2021-12-16,Sports,Water Sports,4817.89,61,0.0113,South,0
2023-11-20,2023-11-21,Home,Bedding,4822.36,96,0.3718,West,0
2021-05-15,2021-05-21,Toys,Board Games,4335.50,55,0.0600,South,0
2020-07-30,2020-08-06,Toys,Building Blocks,3191.93,58,0.2096,East,0
2025-12-02,2025-12-03,Home,Furniture,2365.47,52,0.4454,North,0
2020-06-16,2020-06-26,Books,Textbook,2128.68,43,0.2809,North,0
2024-11-06,2024-11-10,Sports,Team Sports,1922.68,36,0.0969,North,0
2024-03-16,2024-03-20,Clothing,Pants,2390.19,20,0.2419,West,1
2020-02-07,2020-02-08,Home,Lighting,1332.54,60,0.4545,North,0
2022-06-12,2022-06-19,Electronics,Headphones,4695.53,77,0.3606,South,0
2022-02-05,2022-02-11,Electronics,Camera,2677.81,45,0.2872,South,0
2020-01-13,2020-01-22,Books,Fiction,2645.88,70,0.4841,West,0
2025-11-11,2025-11-12,Sports,Water Sports,4302.88,98,0.3050,South,0
2025-04-10,2025-04-13,Electronics,Phone,1979.53,59,0.0439,South,0
2020-11-29,2020-12-03,Toys,Action Figures,2091.29,87,0.2731,South,0
2025-07-21,2025-07-28,Clothing,Shoes,4461.66,52,0.1137,East,0
2023-04-10,2023-04-14,Toys,Action Figures,2125.10,5,0.4126,South,0
2022-01-11,2022-01-17,Sports,Outdoor,4942.90,8,0.1376,South,0
2022-10-21,2022-10-29,Electronics,Headphones,3092.48,34,0.1717,South,0
2025-07-16,2025-07-19,Home,Kitchen,1514.92,20,0.2026,West,0
2022-11-21,2022-11-27,Electronics,Camera,452.94,6,0.1100,North,0
2024-12-19,2024-12-26,Toys,Puzzles,-70.00,28,0.1415,West,0
2020-06-25,2020-06-26,Electronics,Tablet,231.14,43,0.3550,North,1
2020-10-23,2020-10-29,Toys,Board Games,955.80,33,0.2234,West,0
2025-03-17,2025-03-22,Home,Furniture,4016.91,51,0.2557,West,0
2025-10-30,2025-10-31,Sports,Fitness,3889.01,9,0.1528,East,0
2025-02-10,2025-02-19,Books,Comics,1921.86,93,0.2683,East,0
2023-04-27,2023-05-07,Toys,Dolls,687.16,20,0.2935,West,0
2022-03-29,2022-04-08,Books,Non-Fiction,2905.04,8,0.4113,West,0
2020-06-18,2020-06-22,Electronics,Camera,3345.84,40,0.4001,North,0
2021-04-06,2021-04-08,Sports,Team Sports,3581.46,83,0.3302,North,0
2021-05-02,2021-05-07,Clothing,Jacket,1200.75,97,0.3247,North,0
2025-02-09,2025-02-15,Books,Textbook,73.30,84,0.0012,South,0
2020-08-08,2020-08-15,Clothing,Jacket,3426.64,999,0.3242,North,0
2020-11-12,2020-11-16,Toys,Action Figures,3145.07,9,0.2157,South,0
2024-03-14,2024-03-19,Home,Lighting,2986.86,81,0.1397,North,0
2022-10-17,2022-10-20,Books,Textbook,3847.97,53,0.3936,North,0
2020-04-20,2020-04-29,Toys,Action Figures,4786.51,73,0.2830,South,0
2023-07-29,2023-08-06,Electronics,Camera,3930.66,23,0.0805,International,0
2021-07-30,2021-08-03,Books,Comics,1873.91,98,0.3532,East,0
2024-02-04,2024-02-14,Books,Fiction,4023.88,88,0.1862,East,0
2020-06-19,2020-06-25,Books,Textbook,4152.57,62,0.1126,West,0
2023-12-19,2023-12-29,Toys,Dolls,2983.90,96,0.2451,West,0
2021-06-21,2021-06-25,Sports,Outdoor,216.30,44,0.1647,East,0
2021-01-28,2021-01-30,Home,Bedding,871.20,40,0.0550,North,0
2024-09-03,2024-09-05,Books,Non-Fiction,2324.23,35,0.1293,North,0
2024-02-14,2024-02-17,Sports,Fitness,704.07,28,0.1468,West,0
2024-06-01,2024-06-02,Electronics,Headphones,4150.07,48,0.3792,North,0
2021-10-18,,Clothing,Dress,891.53,88,0.4476,South,0
2021-04-09,2021-04-19,Clothing,Dress,3717.76,4,0.2926,South,0
2022-01-16,2022-01-25,Home,Kitchen,563.78,81,0.4728,East,0
2022-10-01,2022-10-03,Clothing,Pants,4778.13,54,0.0912,South,0
2025-01-21,2025-01-23,Books,Fiction,726.32,47,0.1097,East,0
2023-11-02,2023-11-11,Sports,Outdoor,2777.12,80,0.2983,West,0
2022-12-24,2023-01-03,Electronics,Phone,76.83,97,0.0979,West,0
2020-06-24,2020-07-01,Books,Textbook,2484.39,77,0.4456,South,0
2021-10-17,2021-10-19,Books,Fiction,2848.12,71,0.0779,East,1
2022-02-28,2022-03-03,Sports,Team Sports,247.63,39,0.2725,East,0
2024-01-14,2024-01-17,Home,Kitchen,2028.76,51,0.2960,South,0
2024-11-28,2024-12-04,Electronics,Headphones,1487.72,62,0.2066,North,0
2020-01-04,2020-01-07,Sports,Fitness,87.80,52,0.4275,West,1
2021-09-08,2021-09-11,Electronics,Tablet,4176.83,94,0.2494,South,0
2021-03-23,2021-03-26,Clothing,Dress,4252.03,92,0.0005,North,0
2020-12-23,2020-12-31,Electronics,Tablet,3575.19,76,0.0461,East,0
2024-04-19,2024-04-22,Clothing,Shirt,,32,0.0553,East,0
2025-05-18,2025-05-20,Home,Furniture,3038.28,93,0.3972,South,0
2020-09-04,2020-09-10,Home,Kitchen,4539.14,88,0.4779,South,0
2020-08-19,2020-08-28,Clothing,Dress,813.03,97,0.3284,East,0
2022-05-28,2022-06-06,Books,Comics,2979.90,74,0.3577,North,0
2023-06-30,2023-07-03,Toys,Building Blocks,2199.42,82,0.1906,East,1
2024-01-04,2024-01-14,Sports,Fitness,1474.66,74,0.0437,East,0
2021-11-18,2021-11-25,Clothing,Dress,1417.75,63,0.1854,International,0
2021-04-21,2021-04-25,Clothing,Dress,3135.53,76,0.2981,West,0
2021-05-08,2021-05-13,Home,Kitchen,3956.95,71,0.1461,International,0
2023-12-14,2023-12-15,Toys,Action Figures,,94,0.2396,South,0
2023-08-21,2023-08-29,Books,Comics,3606.17,79,0.3876,North,0
2023-11-04,2023-11-07,Clothing,Shoes,2868.05,57,0.0164,North,0
2023-06-30,2023-07-06,Books,Fiction,2337.19,80,0.3730,West,0
2024-08-10,2024-08-19,Home,Furniture,426.08,74,0.0581,North,0
2022-02-09,2022-02-11,Books,Non-Fiction,844.07,62,0.4461,West,0
2025-11-28,2025-12-05,Books,Non-Fiction,1236.74,98,0.1837,International,0
2022-08-22,2022-08-24,Sports,Fitness,3473.72,98,0.2532,East,0
2025-07-15,2025-07-19,Home,Furniture,1991.45,8,0.1811,East,0
2020-10-22,2020-11-01,Toys,Board Games,476.08,3,0.3278,North,0
2025-03-01,2025-03-04,Sports,Outdoor,1580.01,74,0.3086,East,0
